spec,phi,p,scenario,θpinned,θ_tm1,θ_t0,θ_t1,τ_t0,sr_t0,ww_t0,τ_t1,sr_t1,ww_t1
scale,0.25,0.26020440381230764,acute,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.23250943655177772,0.1899321640137318,38.63454277061537,0.23250943655177772,0.1899321640137318,38.63454277061538
scale,0.25,0.26020440381230764,acute,False,0.7761373390223096,0.7761373390222458,0.77613733902215,0.23193313970918003,0.18946451332075237,38.68571917682471,0.2319331397091818,0.18946451332075193,38.685799863092925
scale,0.25,0.26020440381230764,frIncome,True,0.4952500607711929,0.4952500607711929,0.4952500607711929,0.11160702328973923,0.24144875954151207,40.998364728099254,0.16650871574235904,0.22302771959278173,40.696148120125265
scale,0.25,0.26020440381230764,frIncome,False,1.0,1.0,1.0,0.13763815639683014,0.21858786287124532,41.002082158158316,0.19069336667069997,0.2016174400468869,40.649884671011115
scale,0.25,0.26020440381230764,frLeisure,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.14428571428570655,0.21988859488449372,34.74238642150184,0.1978902202807093,0.20282784345124516,34.48388042136061
scale,0.25,0.26020440381230764,frLeisure,False,0.7342249198402213,0.7382264478073686,0.7474099473442777,0.14428571346485394,0.21973424879744025,34.75227510914544,0.19777708607481895,0.2024809210438085,34.50972821920807
scale,0.25,0.26020440381230764,frVoting,True,0.7382263650417815,0.7382263650417815,0.7382263650417815,0.15352822224122675,0.21532287171447467,39.18852691313597,0.20707190313904064,0.19852477537472615,38.8903349732752
scale,0.25,0.26020440381230764,frVoting,False,0.5529239527015561,0.5534644327831403,0.5640287540434136,0.15869345082329775,0.21652857453406466,38.91270659057024,0.21240419950716166,0.19948613101231494,38.61554643720817
scale,0.25,0.26020440381230764,frBoth,True,0.4952500607711929,0.4952500607711929,0.4952500607711929,0.1226135398662293,0.2357550147432936,40.74621675969879,0.17746123950316744,0.21764743684252902,40.43812657138817
scale,0.25,0.26020440381230764,frBoth,False,1.0,1.0,1.0,0.1376381563968302,0.21858786287124532,40.966544604593786,0.19069336667069986,0.201617440046887,40.6372751104996
scale,0.25,0.26020440381230764,frAll,True,0.49525006077119305,0.49525006077119305,0.49525006077119305,0.12261353986622933,0.2357550147432935,35.93611097972184,0.17746123950316747,0.21764743684252888,35.66439095073883
